actual_route,avg_latency_ms,avg_latency_us,baseline_no_retrain_avg_latency_ms,baseline_no_retrain_p95_latency_ms,baseline_no_retrain_recall,baseline_source_rel,bucket,candidate_count,candidate_count_passing_recall,candidate_count_total,case_id,chosen_L,configured_L,configured_route,cpu_affinity_allowed_cpus,cpu_cap,cpu_cap_enforced,cycle,cycle_idx,dest_prefix,elapsed_s,empty_count,evidence_source,fallback_count,flat_build_memory_gb,flat_pq_pivots,flat_threshold,graph_count,insert_threads,live_point_count,maintenance_prefix,max_rss_kb,max_threshold,mean_candidate_count,mean_cpu_us,mean_cpu_us1,mean_cpu_us2,mean_io_us,mean_n_4k,mean_n_cmps,mean_n_hops,mean_n_ios,mean_query_total_us,mean_read_size,mean_route_overhead_us,min_threshold,mode,online_flat_materialize,p50_latency_us,p95_cpu_us,p95_io_us,p95_latency_ms,p95_latency_us,p95_n_4k,p95_n_cmps,p95_n_hops,p95_n_ios,p95_query_total_us,p95_read_size,p99_latency_us,phase,points,pq_bytes,prefilter_count,process_max_rss_kb,qps,query_peak_delta_kb,query_peak_rss_kb,raw_command,recall,recall@10,route,rss_after_query_kb,rss_before_query_kb,search_l,selection_policy,selection_status,selector_type,serving_source,source_prefix,status,strategy_variant,supports_recall_claim,tau_m,threads,threshold_version,trigger_reasons,trigger_status,variant,wall_s
prefilter,6.97271239,6972.71239,,,,,u50,500000.0,9,22,cycle02_triggered_retrain_chain_range_u50,250,250,prefilter,0-15,16,True,chain_cycle02_triggered_retrain,2,,6.973244,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,1064196,115392,500000.0,0.0,0.0,0.0,0.0,250.0,500000.0,0.0,250.0,6966.573,1024000.0,585.215,115392,measure-dynamic-search,False,6902.537,0.0,0.0,7.349155,7349.155,250.0,500000.0,0.0,250.0,7340.0,1024000.0,8125.067,chain,1000000,16,1000,1064196,143.405279,992,272264,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle02_triggered_retrain_range_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 250 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle02_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle02_triggered_retrain_range_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u50.spmat --selector-type range --query-limit 1000,98.17,98.17,prefilter,247792,271272,250,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,ok,triggered_retrain_chain,True,115392,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.973244
mixed,8.35846806,8358.46806,,,,,u75,750000.0,9,22,cycle02_triggered_retrain_chain_range_u75,400,400,graph,0-15,16,True,chain_cycle02_triggered_retrain,2,,8.358747,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,1064196,115392,750000.0,21234.353,0.0,7915.824,0.0,408.968,21234.353,0.0,408.968,8026.808,1675132.928,69.249,115392,measure-dynamic-search,False,8284.949,27009.0,0.0,8.618555,8618.555,417.0,27009.0,0.0,417.0,8260.0,1708032.0,9014.27,chain,1000000,16,0,1064196,119.635156,11436,282784,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle02_triggered_retrain_range_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle02_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle02_triggered_retrain_range_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u75.spmat --selector-type range --query-limit 1000,98.37,98.37,graph,282784,271348,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,ok,triggered_retrain_chain,True,115392,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.358747
mixed,6.402587788,6402.587788,,,,,u100,1000000.0,10,22,cycle02_triggered_retrain_chain_range_u100,300,300,graph,0-15,16,True,chain_cycle02_triggered_retrain,2,,6.402851,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,1064196,115392,1000000.0,17288.557,0.0,6008.052,0.0,309.823,17288.557,0.0,309.823,6119.778,1269035.008,72.607,115392,measure-dynamic-search,False,6315.982,21623.0,0.0,6.618736,6618.736,318.0,21623.0,0.0,318.0,6302.0,1302528.0,6942.07,chain,1000000,16,0,1064196,156.180428,14108,285348,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle02_triggered_retrain_range_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle02_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle02_triggered_retrain_range_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u100.spmat --selector-type range --query-limit 1000,98.14,98.14,graph,285348,271240,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,ok,triggered_retrain_chain,True,115392,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.402851
prefilter,7.3870440230000005,7387.044023,,,,,u50,500000.0,4,22,cycle03_triggered_retrain_chain_intersect_u50,450,450,prefilter,0-15,16,True,chain_cycle03_triggered_retrain,3,,7.38746,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,1235120,129688,500000.0,0.0,0.0,0.0,0.0,450.0,500000.0,0.0,450.0,7382.706,1843200.0,559.735,129688,measure-dynamic-search,False,7355.656,0.0,0.0,7.547962,7547.962,450.0,500000.0,0.0,450.0,7540.0,1843200.0,8328.299,chain,1000000,16,1000,1235120,135.364529,1004,272236,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle03_triggered_retrain_intersect_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 450 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle03_triggered_retrain_intersect_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u50.spmat --selector-type intersect --query-limit 1000,98.51,98.51,prefilter,272236,271232,450,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,ok,triggered_retrain_chain,True,129688,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.38746
graph,9.277227027,9277.227027,,,,,u75,750000.0,7,22,cycle03_triggered_retrain_chain_intersect_u75,450,450,graph,0-15,16,True,chain_cycle03_triggered_retrain,3,,9.277528,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,1235120,129688,750000.0,22475.612,0.0,8873.176,0.0,459.205,22475.612,0.0,459.205,8939.078,1880903.68,19.766,129688,measure-dynamic-search,False,9235.581,29433.0,0.0,9.559427,9559.427,465.0,29433.0,0.0,465.0,9158.0,1904640.0,9985.915,chain,1000000,16,0,1235120,107.787328,15508,286728,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle03_triggered_retrain_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 450 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle03_triggered_retrain_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,98.14,98.14,graph,286728,271220,450,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,ok,triggered_retrain_chain,True,129688,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,9.277528
graph,8.238046273,8238.046273,,,,,u100,1000000.0,8,22,cycle03_triggered_retrain_chain_intersect_u100,400,400,graph,0-15,16,True,chain_cycle03_triggered_retrain,3,,8.238291,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,1235120,129688,1000000.0,20713.761,0.0,7865.84,0.0,409.572,20713.761,0.0,409.572,7932.466,1677606.912,18.32,129688,measure-dynamic-search,False,8208.581,27031.0,0.0,8.487034,8487.034,416.0,27031.0,0.0,416.0,8167.0,1703936.0,8887.142,chain,1000000,16,0,1235120,121.384398,11408,282692,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle03_triggered_retrain_intersect_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle03_triggered_retrain_intersect_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u100.spmat --selector-type intersect --query-limit 1000,98.15,98.15,graph,282692,271284,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,ok,triggered_retrain_chain,True,129688,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.238291
prefilter,7.298765343,7298.765343,,,,,u50,500000.0,4,22,cycle03_triggered_retrain_chain_range_u50,400,400,prefilter,0-15,16,True,chain_cycle03_triggered_retrain,3,,7.299067,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,1235120,129688,500000.0,0.0,0.0,0.0,0.0,400.0,500000.0,0.0,400.0,7293.514,1638400.0,599.286,129688,measure-dynamic-search,False,7287.789,0.0,0.0,7.594640999999999,7594.641,400.0,500000.0,0.0,400.0,7580.0,1638400.0,8225.03,chain,1000000,16,1000,1235120,137.003808,992,272380,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle03_triggered_retrain_range_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle03_triggered_retrain_range_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u50.spmat --selector-type range --query-limit 1000,98.21,98.21,prefilter,248036,271388,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,ok,triggered_retrain_chain,True,129688,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.299067
mixed,9.420427214,9420.427214,,,,,u75,750000.0,7,22,cycle03_triggered_retrain_chain_range_u75,450,450,graph,0-15,16,True,chain_cycle03_triggered_retrain,3,,9.420737,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,1235120,129688,750000.0,22476.123,0.0,8964.309,0.0,459.21,22476.123,0.0,459.21,9077.318,1880924.16,66.989,129688,measure-dynamic-search,False,9280.038,29433.0,0.0,9.628272,9628.272,465.0,29433.0,0.0,465.0,9284.0,1904640.0,10275.11,chain,1000000,16,0,1235120,106.148803,16044,287436,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle03_triggered_retrain_range_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 450 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle03_triggered_retrain_range_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u75.spmat --selector-type range --query-limit 1000,98.14,98.14,graph,287436,271392,450,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,ok,triggered_retrain_chain,True,129688,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,9.420737
mixed,8.349098656,8349.098656,,,,,u100,1000000.0,8,22,cycle03_triggered_retrain_chain_range_u100,400,400,graph,0-15,16,True,chain_cycle03_triggered_retrain,3,,8.349383,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,1235120,129688,1000000.0,20713.789,0.0,7917.358,0.0,409.573,20713.789,0.0,409.573,8038.363,1677611.008,72.177,129688,measure-dynamic-search,False,8283.73,27031.0,0.0,8.552513000000001,8552.513,416.0,27031.0,0.0,416.0,8210.0,1703936.0,8934.938,chain,1000000,16,0,1235120,119.769324,11496,282640,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle03_triggered_retrain_range_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle03_triggered_retrain_range_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u100.spmat --selector-type range --query-limit 1000,98.16,98.16,graph,282640,271144,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,ok,triggered_retrain_chain,True,129688,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.349383
prefilter,7.007639961,7007.639961,,,,,u50,500000.0,9,22,cycle04_triggered_retrain_chain_intersect_u50,300,300,prefilter,0-15,16,True,chain_cycle04_triggered_retrain,4,,7.007949,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,1297208,119942,500000.0,0.0,0.0,0.0,0.0,300.0,500000.0,0.0,300.0,7003.321,1228800.0,547.32,119942,measure-dynamic-search,False,6984.291,0.0,0.0,7.300002999999999,7300.003,300.0,500000.0,0.0,300.0,7293.0,1228800.0,7574.657,chain,1000000,16,1000,1297208,142.695109,1180,272344,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle04_triggered_retrain_intersect_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle04_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle04_triggered_retrain_intersect_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u50.spmat --selector-type intersect --query-limit 1000,98.53,98.53,prefilter,272344,271164,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,ok,triggered_retrain_chain,True,119942,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.007949
