dataset,bucket_name,selectivity,thread,route_decision,qps,query_p99_latency_us,query_p999_latency_us,cpu_pct,mean_ios,real_read_iops,real_read_mb_s,real_iops,real_mb_s,real_qd,real_read_await_ms,real_ssd_lat_status,real_ssd_lat_p50_ms,real_ssd_lat_p95_ms,real_ssd_lat_p99_ms,fio_matched_iodepth,fio_matched_achieved_qd,fio_iops,fio_mb_s,fio_bw_mb_s,iops_vs_fio_ratio,bw_vs_fio_ratio,fio_lat_mean_ms,fio_lat_p99_ms,fio_capacity_ratio,disk_metrics_status,bottleneck_conclusion
glove100,u5,0.050000253482426066,8,prefilter,3215.615234,4293.0,5126.0,743.667869,160.0,0.0,0.0,0.0,0.0,0.000397,,unavailable_no_events,,,,1,1.0,85823.439219,335.2478094100952,335.2478094100952,0.0,0.0,0.09080315081200001,0.150528,0.0,ok,cpu_or_algorithm_bound
glove100,u10,0.09999966202343191,1,graph,315.588409,4258.0,6139.0,224.44469,122.178001,37386.232606,146.039971,37386.232606,146.039971,3.357963,0.089809,ok_bpftrace,0.09,0.11,0.14,4,4.0,43294.356855,169.118971824646,169.118971824646,0.8635359275854982,0.863533933682048,0.090000684834,0.13824,0.8635359275854982,ok,inconclusive_mixed
glove100,u10,0.09999966202343191,4,graph,1079.800049,5214.0,7218.0,756.711692,122.112,121295.605619,473.810959,121295.605619,473.810959,12.122942,0.099944,ok_bpftrace,0.1,0.15,0.19,16,16.0,378132.128929,1477.0867004394531,1477.0867004394531,0.32077571922425846,0.3207739659825215,0.166836948138,0.37888,0.32077571922425846,ok,cpu_or_algorithm_bound
glove100,u10,0.09999966202343191,8,graph,1812.730957,6586.0,12535.0,1271.874056,121.825996,181736.753392,709.909193,181736.753392,709.909193,20.244988,0.111397,ok_bpftrace,0.1,0.19,0.24,16,16.0,513017.765482,2003.9912700653076,2003.9912700653076,0.3542504092840748,0.3542476474844448,0.246799109951,0.59392,0.3542504092840748,ok,cpu_or_algorithm_bound
glove100,u25,0.2499995775292899,1,graph,311.505798,4394.0,6150.0,224.20736,122.194,37397.207159,146.08284,37397.207159,146.08284,3.383937,0.090481,ok_bpftrace,0.09,0.11,0.14,4,4.0,43294.356855,169.118971824646,169.118971824646,0.8637894145015126,0.8637874179572744,0.090000684834,0.13824,0.8637894145015126,ok,inconclusive_mixed
glove100,u25,0.2499995775292899,4,graph,1028.671265,5378.0,7032.0,756.558956,122.084999,121338.74924,473.979489,121338.74924,473.979489,12.055289,0.099352,ok_bpftrace,0.1,0.15,0.19,16,16.0,378132.128929,1477.0867004394531,1477.0867004394531,0.32088981590554866,0.32088806219633875,0.166836948138,0.37888,0.32088981590554866,ok,cpu_or_algorithm_bound
glove100,u25,0.2499995775292899,8,graph,1826.716187,6077.0,8515.0,1292.568826,122.043999,181774.10051,710.05508,181774.10051,710.05508,20.283426,0.111586,ok_bpftrace,0.1,0.19,0.24,16,16.0,513017.765482,2003.9912700653076,2003.9912700653076,0.3543232081626183,0.35432044570576404,0.246799109951,0.59392,0.3543232081626183,ok,cpu_or_algorithm_bound
glove100,u50,0.5,1,graph,322.362762,4192.0,6024.0,219.421233,122.191002,37396.73125,146.080981,37396.73125,146.080981,3.342444,0.08937,ok_bpftrace,0.09,0.11,0.14,4,4.0,43294.356855,169.118971824646,169.118971824646,0.8637784220989324,0.8637764256955551,0.090000684834,0.13824,0.8637784220989324,ok,inconclusive_mixed
glove100,u50,0.5,4,graph,1037.970581,5490.0,7015.0,756.248692,122.125,121356.724259,474.049704,121356.724259,474.049704,12.176961,0.10034,ok_bpftrace,0.1,0.15,0.19,16,16.0,378132.128929,1477.0867004394531,1477.0867004394531,0.32093735224965914,0.32093559833621405,0.166836948138,0.37888,0.32093735224965914,ok,cpu_or_algorithm_bound
glove100,u50,0.5,8,graph,1817.290771,6693.0,8255.0,1291.772989,122.017998,181698.807373,709.760966,181698.807373,709.760966,20.404948,0.112301,ok_bpftrace,0.1,0.19,0.24,16,16.0,513017.765482,2003.9912700653076,2003.9912700653076,0.35417644299761614,0.3541736815933683,0.246799109951,0.59392,0.35417644299761614,ok,cpu_or_algorithm_bound
glove100,u100,1.0,1,graph,314.283386,4297.0,6149.0,223.825108,122.214996,37389.943515,146.054467,37389.943515,146.054467,3.364454,0.089976,ok_bpftrace,0.09,0.11,0.14,4,4.0,43294.356855,169.118971824646,169.118971824646,0.8636216410426222,0.8636196484888706,0.090000684834,0.13824,0.8636216410426222,ok,inconclusive_mixed
glove100,u100,1.0,4,graph,1050.818848,5369.0,6198.0,756.215966,121.907997,121356.604498,474.049236,121356.604498,474.049236,12.1372,0.100013,ok_bpftrace,0.1,0.15,0.19,16,16.0,378132.128929,1477.0867004394531,1477.0867004394531,0.32093703553232455,0.32093528149631567,0.166836948138,0.37888,0.32093703553232455,ok,cpu_or_algorithm_bound
glove100,u100,1.0,8,graph,1793.76355,6239.0,8771.0,1291.352325,121.946999,181889.347991,710.505266,181889.347991,710.505266,20.524973,0.112842,ok_bpftrace,0.1,0.19,0.24,16,16.0,513017.765482,2003.9912700653076,2003.9912700653076,0.35454785434205754,0.3545450903969484,0.246799109951,0.59392,0.35454785434205754,ok,cpu_or_algorithm_bound
yfcc10m,real_t4e-03_l600,0.0040071,1,graph,273.739075,4059.0,4714.0,201.57023,119.744492,34770.29901,255.62778,34770.29901,255.62778,3.605347,0.103688,ok_bpftrace,0.1,0.14,0.17,4,4.0,38894.40352,303.86356830596924,303.86356830596924,0.8939666343544944,0.8412584023320651,0.099865975435,0.156672,0.8939666343544944,ok,inconclusive_mixed
yfcc10m,real_t4e-03_l600,0.0040071,4,graph,909.778198,5018.0,6428.0,797.382732,119.464638,114592.397787,842.724205,114592.397787,842.724205,13.42581,0.117161,ok_bpftrace,0.11,0.18,0.23,16,16.0,326816.739442,2553.2719221115112,2553.2719221115112,0.35063197185876294,0.3300565825762427,0.19246669849099998,0.411648,0.35063197185876294,ok,cpu_or_algorithm_bound
